1.65691	0
2.25691	0.6
2.98488	0.6
3.35054	0.6
3.58488	0.6
4.18488	0.678112
5.92047	0.678112
6.13558	0.678112
6.50819	0.678112
6.52047	0.658584
7.12047	0.723846
7.72047	0.805252
9.84934	0.805252
10.4493	0.775931
11.8801	0.775931
12.4801	0.753939
16.4182	0.753939
17.0182	0.736835
17.6991	0.736835
18.1701	0.736835
18.2991	0.723151
18.4693	0.723151
18.8991	0.72368
19.4991	0.749187
19.8409	0.749187
20.4409	0.737711
21.1105	0.737711
21.2843	0.737711
21.6251	0.737711
21.7105	0.727875
22.3105	0.747762
22.7223	0.747762
22.9105	0.78136
23.4714	0.78136
23.5105	0.781762
24.1105	0.773835
24.9977	0.773835
25.0211	0.773835
25.5977	0.764686
25.8511	0.764686
26.1977	0.785281
26.2679	0.785281
26.7977	0.792962
26.9523	0.792962
27.3977	0.808269
27.9977	0.818578
28.5652	0.818578
28.7046	0.818578
28.928	0.818578
29.1652	0.809471
29.7652	0.819516
30.1398	0.819516
30.3652	0.843273
30.4728	0.843273
30.9652	0.842612
31.3542	0.842612
31.5652	0.851534
32.053	0.851534
32.1652	0.850139
32.7652	0.84554
33.2953	0.84554
33.8953	0.837619
35.1079	0.837619
35.7079	0.830194
38.6732	0.830194
38.7653	0.830194
39.2732	0.823218
39.8732	0.831589
40.3704	0.831589
40.7265	0.831589
40.9704	0.824972
41.0742	0.824972
41.463	0.824972
41.5704	0.825496
42.1704	0.832812
42.6231	0.832812
42.7704	0.845301
43.3704	0.842788
46.992	0.842788
47.592	0.836718
49.3105	0.836718
49.4129	0.836718
49.9105	0.830945
50.5105	0.837293
50.7718	0.837293
50.9518	0.837293
51.3718	0.831775
51.9718	0.836051
52.0075	0.836051
52.6075	0.830805
53.1538	0.830805
53.7538	0.825788
53.9692	0.825788
54.3239	0.825788
54.5692	0.820984
55.1692	0.82149
56.7405	0.82149
57.1698	0.82149
57.3405	0.81697
57.9405	0.816046
58.2177	0.816046
58.8177	0.81181
60.4916	0.81181
61.0916	0.807737
61.9684	0.807737
62.5684	0.803817
63.2764	0.803817
63.2867	0.803817
63.8764	0.800043
64.4764	0.807127
64.8509	0.807127
64.9361	0.807127
65.4509	0.803428
66.0509	0.808891
66.5339	0.808891
67.1339	0.805289
70.0958	0.805289
70.6958	0.80181
73.9888	0.80181
74.5888	0.798446
76.5394	0.798446
77.1394	0.795193
77.5925	0.795193
78.1925	0.792045
79.4663	0.792045
80.0663	0.788996
80.1063	0.788996
80.7063	0.786043
81.5947	0.786043
81.6965	0.786043
81.8767	0.786043
81.8975	0.786043
82.1947	0.783181
82.7947	0.785224
83.3947	0.795851
83.9947	0.817944
85.2641	0.817944
85.8641	0.814786
86.788	0.814786
87.2801	0.814786
87.388	0.811717
87.8123	0.811717
87.9161	0.811717
87.988	0.810255
88.588	0.809776
89.188	0.816106
89.7008	0.816106
89.9033	0.816106
90.3008	0.813185
90.9008	0.815643
92.6311	0.815643
93.2311	0.812806
93.2587	0.812806
93.8422	0.812806
93.8587	0.810042
94.3495	0.810042
94.4587	0.807561
95.0587	0.806315
96.8081	0.806315
97.4081	0.803736
97.8422	0.803736
98.4422	0.801221
99.6703	0.801221
99.7356	0.801221
100.27	0.798767
100.87	0.802814
101.072	0.802814
101.161	0.802814
101.617	0.802814
101.672	0.800399
102.272	0.804049
102.872	0.809293
103.527	0.809293
104.005	0.809293
104.127	0.806888
104.241	0.806888
104.727	0.805918
105.327	0.809059
105.426	0.809059
106.026	0.806737
106.304	0.806737
106.494	0.806737
106.904	0.804465
107.504	0.806693
109.546	0.806693
110.146	0.804471
111.54	0.804471
112.14	0.802295
112.147	0.802295
112.747	0.800166
113.788	0.800166
114.388	0.798081
114.456	0.798081
115.026	0.798081
115.056	0.796039
115.656	0.794347
116.621	0.794347
117.221	0.792384
118.066	0.792384
118.601	0.792384
118.666	0.79046
119.266	0.789221
120.394	0.789221
120.994	0.787366
122.497	0.787366
123.097	0.785547
123.285	0.785547
123.885	0.783763
126.484	0.783763
126.852	0.783763
127.084	0.782013
127.658	0.782013
127.684	0.782479
128.284	0.781014
128.973	0.781014
129.07	0.781014
129.573	0.779338
130.173	0.782308
130.451	0.782308
131.051	0.78065
131.924	0.78065
132.146	0.78065
132.524	0.779023
132.778	0.779023
133.124	0.780804
133.324	0.780804
133.724	0.782269
133.737	0.782269
133.747	0.782269
134.324	0.784178
134.924	0.787683
135.524	0.796216
136.478	0.796216
137.078	0.794539
138.724	0.794539
139.324	0.792891
139.466	0.792891
139.832	0.792891
140.066	0.79127
140.666	0.791621
141.562	0.791621
141.682	0.791621
142.162	0.790037
142.762	0.792414
142.872	0.792414
143.13	0.792414
143.472	0.790849
143.528	0.790849
144.072	0.79207
144.672	0.794888
145.142	0.794888
145.397	0.794888
145.539	0.794888
145.555	0.794888
145.742	0.793341
145.754	0.793341
146.342	0.793414
146.936	0.793414
146.942	0.798052
147.367	0.798052
147.542	0.805723
148.142	0.808799
148.742	0.813123
149.282	0.813123
149.342	0.836848
149.451	0.836848
149.873	0.836848
149.942	0.835517
150.542	0.837424
151.142	0.840623
151.208	0.840623
151.301	0.840623
151.808	0.838853
152.408	0.840811
153.085	0.840811
153.685	0.839066
155.71	0.839066
156.31	0.837346
156.39	0.837346
156.99	0.835651
159.015	0.835651
159.615	0.833979
161.229	0.833979
161.829	0.832332
164.134	0.832332
164.734	0.830707
164.854	0.830707
164.928	0.830707
165.454	0.829105
166.054	0.831151
166.282	0.831151
166.876	0.831151
166.882	0.829568
166.914	0.829568
166.969	0.829568
167.482	0.828049
167.964	0.828049
168.082	0.829973
168.682	0.836268
169.282	0.839477
170.12	0.839477
170.72	0.837891
171.761	0.837891
172.361	0.836326
172.541	0.836326
172.79	0.836326
173.072	0.836326
173.141	0.834781
173.651	0.834781
173.741	0.835539
174.341	0.838338
174.941	0.841234
175.847	0.841234
176.447	0.839697
178.035	0.839697
178.635	0.83818
182.161	0.83818
182.566	0.83818
182.761	0.836682
182.935	0.836682
183.315	0.836682
183.361	0.836419
183.961	0.837597
184.561	0.840115
189.056	0.840115
189.363	0.840115
189.656	0.838642
190.256	0.838971
190.437	0.838971
190.778	0.838971
191.037	0.837523
191.637	0.837653
193.323	0.837653
193.923	0.83623
194.637	0.83623
195.237	0.834824
195.491	0.834824
196.091	0.833434
196.642	0.833434
197.162	0.833434
197.192	0.833434
197.242	0.832061
197.842	0.831171
198.442	0.833608
203.82	0.833608
204.293	0.833608
204.42	0.832258
205.02	0.831653
206.758	0.831653
207.358	0.830329
209.414	0.830329
210.014	0.829021
212.1	0.829021
212.7	0.827727
213.534	0.827727
214.134	0.826447
214.337	0.826447
214.937	0.825182
215.692	0.825182
215.942	0.825182
216.271	0.825182
216.292	0.823931
216.892	0.824628
217.089	0.824628
217.319	0.824628
217.34	0.824628
217.492	0.826805
218.092	0.827766
218.492	0.827766
218.692	0.830727
219.292	0.830558
219.892	0.839811
220.172	0.839811
220.772	0.838529
220.924	0.838529
221.524	0.83726
223.184	0.83726
223.626	0.83726
223.784	0.836005
224.384	0.835594
225.18	0.835594
225.197	0.835594
225.502	0.835594
225.78	0.83436
